isbn,original_title,authors
965341984,ねじまき鳥クロニクル [Nejimakidori kuronikuru],"Haruki Murakami, Jay Rubin"
739465511,The Lincoln Lawyer ,Michael Connelly
375507256,Cloud Atlas,David Mitchell
767902890,The Things They Carried,Tim O'Brien
1844137872,Wall and Piece,Banksy
006197806X,Pandemonium,Lauren Oliver
307277887,Darkly Dreaming Dexter,Jeff Lindsay
1841493007,Living Dead in Dallas,Charlaine Harris
765305119,The Dragon Reborn ,Robert Jordan
141439491,Gulliver’s Travels,"Jonathan Swift, Robert DeMaria Jr."
743482751,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson"
393320979,Beowulf,"Unknown, Seamus Heaney"
1401207529,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil"
62409859,Go Set a Watchman,Harper Lee
316143472,When You Are Engulfed in Flames,David Sedaris
316134023,Daughter of Smoke & Bone,Laini Taylor
1409151174,Red Queen,Victoria Aveyard
1400069289,The Power of Habit,Charles Duhigg
679751521,Midnight in the Garden of Good and Evil,John Berendt
1301949825,Hopeless,Colleen Hoover
142437018,A Little Princess,"Frances Hodgson Burnett, Nancy Bond"
142406252,The Truth About Forever,Sarah Dessen
439861365,The horse and his boy,C.S. Lewis
1595143068,Last Sacrifice ,Richelle Mead
64400026,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams"
380002558,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson"
60589469,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig
375759239,The War of the Worlds,"H.G. Wells, Arthur C. Clarke"
60887303,Pretty Little Liars,Sara Shepard
670241334,Corduroy,Don Freeman
1594200823,The Omnivore's Dilemma,Michael Pollan
316176486,Life After Life,Kate Atkinson
446696129,The Rescue,Nicholas Sparks
045057458X,Needful Things,Stephen King
385335997,Voyager,Diana Gabaldon
393315053,,"Kenneth Branagh, William Shakespeare"
307348245,Cujo,Stephen King
747560595,The Virgin Suicides,Jeffrey Eugenides
441012183,Dead to the World,Charlaine Harris
141439599,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet"
192840398,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall"
394820371,The Phantom Tollbooth,"Norton Juster, Jules Feiffer"
765326353,The Way of Kings,Brandon Sanderson
1841493015,Club Dead,Charlaine Harris
078685197X,It's Kind of a Funny Story,Ned Vizzini
765316889,,Brandon Sanderson
,After You,Jojo Moyes
034552554X,The Language of Flowers,Vanessa Diffenbaugh
156389341X,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley"
446617792,The Angel Experiment,James Patterson
1573225517,High Fidelity,Nick Hornby
446696110,The Guardian,Nicholas Sparks
385721676,Oryx and Crake,Margaret Atwood
60574216,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray
60899220,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain
99244721,Timeline,Michael Crichton
486266893,Candide,Voltaire
374480095,Tuck Everlasting,Natalie Babbitt
2253147699,Christine,"Stephen King, Marie Milpois"
1713221,Are You My Mother?,P.D. Eastman
071483355X,The Story of Art,E.H. Gombrich
312642962,Scarlet,Marissa Meyer
751532711,"Rich Dad , Poor Dad",Robert T. Kiyosaki
1442426640,Silence ,Becca Fitzpatrick
670020559,The Magicians,Lev Grossman
1421501686,デスノート #1 (Desu Nōto) Taikutsu (退屈),"Tsugumi Ohba, Takeshi Obata"
689875347,A Great and Terrible Beauty,Libba Bray
60529709,Everything Is Illuminated,Jonathan Safran Foer
752863886,The Bourne Supremacy,Robert Ludlum
425266745,Easy,Tammara Webber
140439447,David Copperfield,"Charles Dickens, Jeremy Tambling"
316013684,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney"
679760806,Мастер и Маргарита,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer"
553383043,A Wizard of Earthsea,Ursula K. Le Guin
763616052,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban"
743253973,A Separate Peace,John Knowles
385339607,The Rainmaker,John Grisham
142437239,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford"
6480098,Assassin's Apprentice,Robin Hobb
345418921,The Restaurant at the End of the Universe,Douglas Adams
385739141,Torment,Lauren Kate
723247706,The Tale of Peter Rabbit,Beatrix Potter
64405044,The Silver Chair,"C.S. Lewis, Pauline Baynes"
765316897,The Hero of Ages,Brandon Sanderson
679746048,"Girl, Interrupted",Susanna Kaysen
61173398,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler
743278909,Jonathan Livingston Seagull,"Richard Bach, Russell Munson"
1481426303,City of Heavenly Fire,Cassandra Clare
920668372,Love You Forever,"Robert Munsch, Sheila McGraw"
1416524517,Cell,Stephen King
067002581X,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown
618391118,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith"
451210859,The Drawing of the Three,Stephen King
330449605,The Forgotten Garden,Kate Morton
99428644,Der Prozeß,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod"
142501557,This Lullaby,Sarah Dessen
743275012,Plain Truth,Jodi Picoult
385523386,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman
451528018,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry"
374275637,"Thinking, Fast and Slow",Daniel Kahneman
345350499,The Mists of Avalon,Marion Zimmer Bradley
689841582,"Are You There God? It's Me, Margaret",Judy Blume
446612707,Nights in Rodanthe,Nicholas Sparks
1476754454,Mr. Mercedes,Stephen King
441014941,All Together Dead,Charlaine Harris
375706771,Midwives,Chris Bohjalian
395389496,The Polar Express,Chris Van Allsburg
140544518,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith"
425134350,Patriot Games,Tom Clancy
61124265,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa"
385349947,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell"
441013333,Dead as a Doornail ,Charlaine Harris
62085484,"Shatter Me (Shatter Me, #1)",Tahereh Mafi
441783589,Starship Troopers,Robert A. Heinlein
385342063,I've Got Your Number,Sophie Kinsella
1857993284,Sofies Verden,"Jostein Gaarder, Paulette Møller"
316134112,,Mark Cotta Vaz
553278223,The Martian Chronicles,Ray Bradbury
307592839,A Visit From the Goon Squad,Jennifer Egan
753454947,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary"
61015725,Prey,Michael Crichton
7202326,The Last Battle,C.S. Lewis
525950079,World Without End,Ken Follett
312360304,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast"
,Slammed,Colleen Hoover
60874163,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn
140424385,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill"
312348649,Baby Proof,Emily Giffin
375856110,Inheritance,Christopher Paolini
307593312,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel"
1840224029,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe
60809248,Le Fantôme de l'Opéra,"Gaston Leroux, Alexander Teixeira de Mattos"
441014917,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris
156007754,Ensaio Sobre a Cegueira,"José Saramago, Giovanni Pontiero"
374158460,Freedom,Jonathan Franzen
142421715,Crossed,Ally Condie
1423100034,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter
1416562591,The White Tiger,Aravind Adiga
1841156736,The Corrections,Jonathan Franzen
1921351438,Dreams from My Father,Barack Obama
60541830,Congo,Michael Crichton
689711735,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz"
618101365,Interpreter of Maladies,Jhumpa Lahiri
60838655,A People's History of the United States: 1492 to Present ,Howard Zinn
679745653,Breakfast at Tiffany's,Truman Capote
345504968,The Passage,Justin Cronin
60515198,Anansi Boys,Neil Gaiman
670011940,Along for the Ride,Sarah Dessen
159420571X,Everything I Never Told You,Celeste Ng
553383809,La casa de los espíritus,"Isabel Allende, Magda Bogin"
451155750,The Dead Zone,Stephen King
646418432,The Mysterious Affair at Styles,"Agatha Christie, Ροζίτα Σώκου"
425200450,Murder in the Calais Coach,Agatha Christie
307271080,Americanah,Chimamanda Ngozi Adichie
446611085,Suzanne's Diary for Nicholas,James Patterson
451167805,Firestarter,Stephen King
425263924,Entwined with You,Sylvia Day
307266303,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall
1616203218,The Storied Life of A.J. Fikry,Gabrielle Zevin
590133373,Mad About Madeline,Ludwig Bemelmans
1585424331,Think and Grow Rich,Napoleon Hill
60885378,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams"
765356155,Jonathan Strange & Mr Norrell,Susanna Clarke
446696137,A Bend in the Road,Nicholas Sparks
1423146727,The House of Hades,Rick Riordan
61448761,Gone,Michael  Grant
446615862,The Wedding,Nicholas Sparks
743226720,1776,David McCullough
330419129,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer
61928127,Beautiful Ruins,Jess Walter
307237699,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama
743455967,On Writing: A Memoir of the Craft,Stephen King
312364083,Firefly Lane,Kristin Hannah
345418972,Sphere,Michael Crichton
312348673,Love the One You're With,Emily Giffin
316206873,The Silkworm,"Robert Galbraith, J.K. Rowling"
345476883,The Vampire Lestat,Anne Rice
62049801,State of Wonder,Ann Patchett
374533571,The Silver Linings Playbook,Matthew Quick
076072850X,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner"
743272498,The Constant Princess,Philippa Gregory
151009988,Mrs Dalloway,"Virginia Woolf, Maureen Howard"
1843913720,Hundraåringen som klev ut genom fönstret och försvann,"Jonas Jonasson, Rod Bradbury"
067102423X,Bag of Bones,Stephen King
786226749,The Cider House Rules,John Irving
451190750,Thinner,"Richard Bachman, Stephen King"
014044906X,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss"
60739495,Walk Two Moons,Sharon Creech
60589280,Onze minutos,"Paulo Coelho, Margaret Jull Costa"
316767727,Nine Stories,J.D. Salinger
031610969X,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell
1416912045,Unwind,Neal Shusterman
385335989,"Drums of Autumn (Outlander, #4)",Diana Gabaldon
399256768,Prodigy,Marie Lu
074348276X,The Tragedie of King Lear,William Shakespeare
435233076,Death of a Salesman,Arthur Miller
446579920,The Choice,Nicholas Sparks
545422906,,Kate Egan
,The Sound and the Fury,William Faulkner
452287588,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle
1591164419,BLEACH―ブリーチ―　1,Tite Kubo
1451666179,,Allie Brosh
812513738,The Shadow Rising ,Robert Jordan
192076920X,Shantaram,Gregory David Roberts
441015891,From Dead to Worse,Charlaine Harris
670032565,The Waste Lands,"Stephen King, Ned Dameron"
451188454,The Bone Collector,Jeffery Deaver
375408266,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway"
805047905,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle"
553283685,Hyperion,Dan Simmons
142000698,The Pearl of the World,John Steinbeck
61007226,The Exorcist,William Peter Blatty
031612558X,The Short Second Life of Bree Tanner,Stephenie Meyer
067976402X,Snow Falling on Cedars,David Guterson
440174643,Roots,Alex Haley
930289455,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale"
679732764,Invisible Man,Ralph Ellison
374105235,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah
689862202,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien
751514624,Different Seasons,Stephen King
60529962,The Little House Collection,"Laura Ingalls Wilder, Garth Williams"
143035479,The Girls' Guide to Hunting and Fishing,Melissa Bank
,Wool Omnibus,Hugh Howey
380813815,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore
1577314808,The Power of Now,Eckhart Tolle
399159010,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson
553804677,The Lies of Locke Lamora,Scott Lynch
64471837,Sabriel,Garth Nix
441017150,Dead and Gone,Charlaine Harris
1439102767,The Storyteller,Jodi Picoult
1620610078,Obsidian,Jennifer L. Armentrout
345418905,"Life, the Universe and Everything",Douglas Adams
1619630621,Crown of Midnight,Sarah J. Maas
1932664084,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley
1416586288,Half Broke Horses: A True Life Novel,Jeannette Walls
61020680,Mort,Terry Pratchett
373210086,"The Iron King (The Iron Fey, #1) ",Julie Kagawa
067168390X,Lonesome Dove,Larry McMurtry
393324826,Stiff: The Curious Lives of Human Cadavers,Mary Roach
1595143173,Bloodlines,Richelle Mead
765342405,Ender's Shadow,Orson Scott Card
385342020,Twenties Girl,Sophie Kinsella
340606517,Schindler's Ark,Thomas Keneally
452287065,The Bluest Eye,Toni Morrison
1416563687,The White Queen,Philippa Gregory
345350685,The Autobiography of Malcolm X,"Malcolm X, Alex Haley"
1563892278,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger"
345465083,Seabiscuit,Laura Hillenbrand
038073186X,Shutter Island,Dennis Lehane
553328255,The Complete Sherlock Holmes,Arthur Conan Doyle
198320272,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill"
307408841,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson
140449140,Πολιτεία,"Plato, Desmond Lee"
074347757X,The Taming of the Shrew,William Shakespeare
312642970,Cress,Marissa Meyer
006621131X,Just Kids,Patti Smith
714836257,,Phaidon Press
767905180,Jemima J,Jane Green
451527887,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb"
140003065X,A Fine Balance,Rohinton Mistry
836220889,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau"
689865406,Specials,Scott Westerfeld
543898083,The Awakening,Kate Chopin
031237982X,Hunted,"P.C. Cast, Kristin Cast"
1401303277,For One More Day,Mitch Albom
425144372,Clear and Present Danger,Tom Clancy
60513098,Falling Up,Shel Silverstein
61992704,Sh*t My Dad Says,Justin Halpern
2020336464,Trainspotting,"Irvine Welsh, Eric Lindor Fall"
553803727,Foundation and Empire,Isaac Asimov
1878424505,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Miguel Ruiz
743296435,House Rules,Jodi Picoult
394709306,Brüder Grimm: Kinder- und Hausmärchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern"
744583276,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg
1476727651,Doctor Sleep,Stephen King
140285679,About a Boy,Nick Hornby
,On Dublin Street,Samantha Young
1434768511,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin"
7173687,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss
,Watchers,Dean Koontz
553213873,The Story of My Life,Helen Keller
052595127X,This Is Where I Leave You,Jonathan Tropper
446563080,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith
1591826039,フルーツバスケット 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley"
743482832,The Tempest,William Shakespeare
1905654944,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast"
340829788,Wizard and Glass,"Stephen King, Dave McKean"
385351399,The Circle,Dave Eggers
439813786,The Invention of Hugo Cabret,Brian Selznick
60776099,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens"
1591169151,桜蘭高校ホスト部 1,Bisco Hatori
778316556,The Good Girl,Mary Kubica
,"Fallen Too Far (Too Far, #1)",Abbi Glines
1250049377,Landline,Rainbow Rowell
1905654588,Tempted,"P.C. Cast, Kristin Cast"
375706674,No Country for Old Men,Cormac McCarthy
7230206,Wolf Hall,Hilary Mantel
006441034X,Howl's Moving Castle,Diana Wynne Jones
2226131906,Dreamcatcher,"Stephen King, William Olivier Desmond"
691096120,Walden; or Life in the Woods,Henry David Thoreau
571225381,The Remains of the Day,Kazuo Ishiguro
446547654,The Best of Me,Nicholas Sparks
224094157,The Sense of an Ending,Julian Barnes
312938993,A is for Alibi,Sue Grafton
1580495931,Οἰδίπους Τύραννος,"Sophocles, J.E. Thomas"
1400067111,Shanghai Girls,Lisa See
143039091,The Wind in the Willows,"Kenneth Grahame, Gillian Avery"
,To All the Boys I've Loved Before,Jenny Han
037571457X,Persepolis,"Marjane Satrapi, Mattias Ripa"
1420925431,A Room with a View,E.M. Forster
316084239,The DUFF: Designated Ugly Fat Friend,Kody Keplinger
067001088X,Lock and Key,Sarah Dessen
399151575,Naked in Death,J.D. Robb
385339666,The Chamber,John Grisham
,Midnight Sun (Partial Draft),Stephenie Meyer
1569319006,NARUTO -ナルト- 巻ノ一 ,"Masashi Kishimoto, Katy Bridges"
812993292,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce
307931889,Every Day,David Levithan
312861877,Xenocide,Orson Scott Card
743477561,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine"
440178002,Shōgun,James Clavell
451219368,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward
1619634449,A Court of Thorns and Roses,Sarah J. Maas
345803574,,E.L. James
068983568X,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert"
545132053,Smile,Raina Telgemeier
151010269, Animal Farm & 1984,"George Orwell, Christopher Hitchens"
140286276,The Deep End of the Ocean,Jacquelyn Mitchard
345457374,The Bonesetter's Daughter,Amy Tan
60288140,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison
374214913,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan
743496310,Flowers in the Attic,V.C. Andrews
,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese"
590452037,Maniac Magee,Jerry Spinelli
99285444,Invisible Monsters,Chuck Palahniuk
743482778,"Twelfth Night; or, What You Will",William Shakespeare
385732562,Gathering Blue,Lois Lowry
014240120X,The Westing Game,Ellen Raskin
345539788,Red Rising,Pierce Brown
316033677,The Way of Shadows,Brent Weeks
